,xc,yc,area,box_label,imagename
106,2391.607364654541,1227.637092590332,219.38423773914107,[ 80.74845 196.68408  94.46628 210.5901 ],Sample10
107,1570.5730543136594,1360.607723236084,797.2086985538043,[20.68918 67.25178 48.45693 93.96367],Sample10
108,2110.5832729339604,1315.9832334518433,232.39196078599343,[55.134754 29.173948 70.03179  42.79252 ],Sample10
109,822.0796566009521,1555.1150522232056,147.16395300998556,[48.45456  13.608456 59.704754 24.621649],Sample10
110,1692.0074844360352,1582.7282333374026,373.2295529958792,[147.4639    36.910713 164.55107   56.545753],Sample10
111,2287.4413375854488,1581.7685585021973,275.7244677725248,[231.809     37.792377 247.07367   53.74474 ],Sample10
112,2263.7374420166016,1545.2297825813293,265.1630992425198,[208.19223     1.4900026 223.28265    16.969563 ],Sample10
113,2412.2816047668452,1746.5091934204102,290.7642333904514,[100.39599 202.34065 116.16722 218.67773],Sample10
114,2400.5109024047847,1751.8064498901367,343.3108989724424,[ 88.26355  206.4946   104.758255 225.1183  ],Sample10
115,1571.81005859375,1834.0899715423584,149.41586482449205,[30.382729 36.287983 41.23739  47.89196 ],Sample10
116,1618.1137733459473,1956.593650817871,167.7671402831329,[ 76.13695 158.61798  88.0906  170.56932],Sample10
117,1634.6208457946775,2002.5742721557615,150.77100065827838,[ 92.97623  204.94     104.265465 216.20854 ],Sample10
118,2018.0481033325195,1890.7607040405276,241.69589164084755,[218.8321    91.4297   233.2641   106.091705],Sample10
119,1864.0920028686526,1925.8802604675293,269.55046728439635,[ 65.23397  125.221886  78.950035 142.53864 ],Sample10
120,1942.0758743286133,1827.2021894454958,126.70459011817002,[145.00958  30.01148 155.14217  40.3929 ],Sample10
121,2467.725440979004,1952.2586135864256,404.433029681677,[154.48572 150.3776  172.96516 170.13963],Sample10
122,2454.6829452514653,1887.292221069336,282.88155309762806,[143.05101   87.0956   158.31488  103.488846],Sample10
123,2471.724334716797,1813.1152720451355,379.2783661241409,[158.89787    11.4485445 176.5508     30.782    ],Sample10
124,2431.7019882202153,1842.551286697388,298.27112567349104,[119.40564   42.574158 135.99834   58.528416],Sample10
125,2455.9465408325195,1798.6531462669373,142.47516128358257,[146.44675     1.2164774 157.44633    12.089815 ],Sample10
126,2552.087013244629,1965.3545608520508,335.9148381405976,[240.17403 163.87253 256.      182.8366 ],Sample10
127,2578.567982673645,2036.9277572631838,294.2934086454625,[ 10.356016 236.98267   26.77995  252.87285 ],Sample10
128,2569.621983170509,2006.6264343261719,252.7104133904213,[  2.207332 207.14407   17.036634 222.1088  ],Sample10
129,2450.1470642089844,2150.220859527588,285.97226954321377,[138.35838   94.095474 153.93575  110.346245],Sample10
130,2460.7464294433594,2112.952508926392,346.1759591595037,[147.99306  56.09981 165.4998   73.80521],Sample10
131,2448.2076110839844,2190.7573165893555,351.942598295398,[136.05615 133.08728 152.35907 152.42735],Sample10
132,2453.115364074707,2271.19588470459,417.5490059161093,[140.44826 212.30873 157.78247 234.08304],Sample10
133,2610.306869506836,2103.078443527221,200.84067137754758,[43.755424 48.457893 56.858315 61.698994],Sample10
134,2597.687656402588,2058.50482916832,126.34324506412668,[32.71788    5.2302213 42.657433  15.779437 ],Sample10
135,2603.969741821289,2081.0570888519287,179.88752996432598,[37.811874 26.802391 50.12761  39.311787],Sample10
136,1333.9243545532229,2444.856895446777,343.2938491208479,[ 44.597786 132.62308   63.250923 149.09071 ],Sample10
137,1993.609878540039,2377.1155853271484,221.35131701175126,[194.83725  66.00653 208.3825   80.22464],Sample10
138,2448.6693725585933,2393.793441772461,240.9086033217609,[137.66745  82.26521 151.6713   97.32167],Sample10
139,2441.614158630371,2324.508511066437,182.76221336935123,[131.71657   13.866673 143.51175   27.150349],Sample10
140,2438.9700546264653,2525.862609863281,120.08021945832294,[130.27705 216.58174 139.66306 227.14348],Sample10
141,2439.390617370605,2658.0128211975093,278.79701421794016,[127.30676  90.39301 143.47447 105.63263],Sample10
142,2429.181423187256,2612.973045349121,196.94557677715787,[119.03478   46.065334 131.32806   59.880756],Sample10
143,2665.7961311340327,2773.1863021850586,287.0503120628418,[ 97.25465  205.74927  114.337616 220.62334 ],Sample10
144,2641.1558952331548,101.6076774597168,682.3447477290756,[ 68.794304  88.84445   93.51749  114.3709  ],Sample11
145,3197.360908508301,489.67132568359375,211.06566893076527,[118.34021 227.15517 132.3816  240.18748],Sample11
146,778.6511354446411,680.0625762939452,590.4357426336501,[  0.      155.32545  21.30227 180.7997 ],Sample11
147,1965.6378173828125,631.9743919372559,188.8016342232004,[167.73224 113.10575 179.5434  126.84303],Sample11
148,2416.673641204834,522.7748570442201,206.89222751704074,[105.79166    4.268197 119.555626  17.281517],Sample11
149,232.4310302734375,879.8057975769043,280.0021213940345,[224.65005 103.85262 240.212   119.75897],Sample11
150,1034.6094007492063,789.2347133159637,691.0033789484261,[ 0.         6.1847434 21.218801  36.284683 ],Sample11
151,1314.7536058425906,847.1049346923828,584.9389367298572,[22.972132 67.698    46.53508  90.51187 ],Sample11
152,1450.191551208496,886.8277206420897,173.2584822010249,[164.02933  112.826195 176.35378  124.82925 ],Sample11
153,1709.4554977416992,928.0868911743164,1636.1657118781006,[153.82924 140.26312 193.08176 179.91066],Sample11
154,1851.3649597167969,985.9933929443359,1037.0693945907988,[ 41.636543 204.27014   77.093376 231.71664 ],Sample11
155,1822.0576553344727,994.698486328125,806.1601973958313,[ 16.600945 212.75812   43.514366 240.63885 ],Sample11
156,1806.3380908966064,1007.0195388793944,1037.5066840885556,[  0.       222.03908   28.676182 256.      ],Sample11
157,2358.683889389038,1014.1061859130859,744.6682644999819,[ 37.272556 236.21237   72.09522  256.      ],Sample11
158,756.0494537353516,1163.1794052124026,599.0788097647019,[232.0989  127.65024 256.      150.70857],Sample11
159,780.1726217269897,1135.138801574707,748.3081031028413,[  0.        96.8765    24.345243 125.4011  ],Sample11
160,1036.1294231414797,1102.9516143798828,717.6339781132992,[ 0.       65.24602  24.258846 92.65721 ],Sample11
161,1734.4351272583008,1046.4693088531494,188.6742376521579,[191.26144   16.822514 205.60881   28.116104],Sample11
162,1831.3042039871216,1061.9264755249023,1784.9826179648514,[19.639982 16.29591  58.968426 59.55704 ],Sample11
163,1836.7457885742188,1249.493408203125,2487.974931776524,[ 21.29242 200.02655  68.19916 250.96027],Sample11
164,1892.5152587890625,1041.8626022338867,1570.2014266599435,[ 79.63755    0.       121.39297   35.725204],Sample11
165,1860.8135929107666,1272.0122146606445,417.6573585470324,[ 57.011875 240.02443   80.61531  256.      ],Sample11
166,2173.103328704834,1103.7849884033203,743.0523304878734,[112.7293   65.8557  137.47736  93.71428],Sample11
167,2154.8976974487305,1084.5361881256104,504.234162427485,[ 96.1018    49.876514 117.693596  71.19586 ],Sample11
168,2435.330173492432,1047.5106732845306,1588.8588244306156,[112.34658     3.6235347 150.31377    43.39781  ],Sample11
169,2342.5782051086426,1097.5569229125977,232.53787651006127,[31.18652 66.69038 45.96989 80.42347],Sample11
170,1832.6980781555176,1339.840068817139,2251.9937099889503,[16.518806 37.527466 64.87735  82.15267 ],Sample11
171,1738.2600402832031,1600.1681308746338,1135.7436093821887,[185.17543  48.52129 219.34465  79.81497],Sample11
172,2764.418190002441,1691.4267196655273,711.9049137409311,[191.57135 142.59201 217.26503 168.26143],Sample11
173,2758.16495513916,1636.4129486083984,182.64301432552745,[191.8427   94.22004 204.48721 106.60586],Sample11
174,4.1192641258239755,1797.357319355011,108.2260206803867,[ 0.        0.        8.238528 10.714639],Sample11
175,2778.426467895508,1890.5930786132806,472.72998583037406,[208.94878   87.248405 227.90416  109.93775 ],Sample11
176,338.6195106506348,2078.674835205078,510.93473753047874,[73.22875  18.260387 92.01027  43.089283],Sample11
177,651.1401901245117,2153.7606048583984,486.5994257486891,[129.08875  94.73139 149.19164 116.78982],Sample11
178,1656.1728553771973,2098.025026321411,1507.4817863218775,[ 98.93963   33.184277 141.40608   66.865776],Sample11
179,1664.5124397277832,2163.392360687256,964.9096896973787,[113.05604 100.77445 143.96884 130.01027],Sample11
180,1726.5669021606445,2102.1505546569824,377.01240085903567,[181.49973  44.79884 199.63408  63.50227],Sample11
181,1640.8190574645996,2065.1077480316158,1053.2931981580625,[ 90.36409    0.       119.274025  34.215496],Sample11
182,2915.563850402832,2172.8524703979488,937.619107364444,[ 85.74646 108.98044 113.38124 140.7245 ],Sample11
183,700.620735168457,2394.1703643798833,483.8990967718418,[179.23013  78.43908 198.01134 101.90165],Sample11
184,532.2862806320189,2385.114227294922,240.556571177789,[12.460491 74.39099  28.11207  87.83746 ],Sample11
185,1249.0390396118166,2472.829605102539,757.4374569137581,[212.91669 154.3277  237.16139 183.33151],Sample11
186,1242.556167602539,2374.282232284546,510.06571247288963,[208.32393   58.900608 228.7884    81.66386 ],Sample11
187,1243.628890991211,2357.0201606750493,404.72024831268936,[209.37627   44.11036  229.88152   61.929962],Sample11
188,1461.4759826660156,2380.401544570923,775.1919785350328,[168.26906  62.76285 194.6829   90.04024],Sample11
189,1473.4157791137695,2314.351531982422,789.0591734880581,[175.73726    0.       211.0943    20.703064],Sample11
190,1715.4583358764648,2362.446496963501,1500.3524173630285,[160.02895   40.125645 198.88773   76.76735 ],Sample11
191,1687.864242553711,2424.3784637451167,1871.473223567009,[129.30162 100.5916  174.42686 140.16533],Sample11
192,3037.8537673950195,2498.531639099121,187.5091211560648,[215.80943 187.8686  227.8981  201.19467],Sample11
193,703.9533157348633,2748.1558380126958,679.2870236644521,[179.53395 175.5111  204.37268 200.80058],Sample11
194,667.7317733764647,2806.602149963379,350.7909864711109,[146.95454 237.64914 164.509   255.55516],Sample11
195,1007.0023651123047,2985.13875579834,171.69126568688083,[232.8852  163.15218 245.11954 175.12534],Sample11
196,976.9919128417968,2964.322998046875,137.73757494986054,[203.61606 142.96268 214.36777 153.68332],Sample11
197,1085.741632461548,3027.60986328125,391.2070157647832,[ 51.768894 202.77116   71.71437  220.44856 ],Sample11
198,2995.5029296875,2981.780197143555,453.7135513313114,[169.72333 155.24588 189.28253 176.31451],Sample11
199,1086.4439544677734,3267.027145385742,176.612269715406,[ 56.171303 189.00783   68.716606 201.04646 ],Sample11
200,1586.7775268554688,3538.792434692383,213.78717509377748,[ 43.826218 204.11963   57.728836 217.46524 ],Sample11
201,1618.3579559326172,3536.7573852539062,194.60408406052738,[ 76.02261 202.13982  88.6933  215.37495],Sample11
202,1870.991008758545,3406.0254402160645,196.8531995260273,[72.39273 71.59231 85.58929 84.45857],Sample11
203,1990.6625518798828,3577.879104614258,232.87900347262618,[190.36922 243.75821 206.95589 256.     ],Sample11
204,2331.438454627991,3462.781261444092,476.0164597282274,[ 16.853014 124.54609   38.023895 145.01643 ],Sample11
205,2755.2220306396484,3474.4775009155273,361.39980651671067,[185.87775 137.79959 204.56631 155.15541],Sample11
206,3203.647609710693,3362.015257835388,172.0710710679559,[125.42931   28.11218  137.8659    39.918335],Sample11
207,1832.0741233825684,3604.690299034119,347.57180435344344,[30.859478 12.245768 49.28877  29.13483 ],Sample11
208,3383.077417373657,3722.061016082764,357.02959802359686,[ 47.200184 127.90626   62.95465  148.21577 ],Sample11
209,121.00140380859376,3990.139656066895,277.203118102625,[113.15979 142.33182 128.84302 157.9475 ],Sample11
210,1422.9175872802734,314.08118247985834,201.98213309270798,[136.06677   51.711803 149.7684    64.45056 ],Sample12
211,1439.3711395263672,456.99779510498047,223.9945566095412,[152.53654 193.86293 166.20573 208.13266],Sample12
212,1503.077865600586,282.88081932067865,156.1868314461317,[217.50362   20.952583 228.65211   32.809055],Sample12
213,1417.1978149414062,310.4846477508545,286.65021141595207,[128.44736   47.23773  145.94827   61.731567],Sample12
214,1232.568817138672,721.810546875,432.57759850565344,[198.79936 199.77986 218.33827 219.84123],Sample12
215,1266.6045761108396,643.4124908447267,268.0438700807281,[234.84312 123.80121 250.36603 139.02377],Sample12
216,1257.632568359375,537.0297431945802,298.7162230107933,[225.34006   17.036259 241.92508   33.023228],Sample12
217,1272.5206451416016,764.2821350097656,128.49453838169578,[241.40456 248.56427 255.63673 256.     ],Sample12
218,1399.9995193481445,710.0062408447266,607.6722857281567,[108.11113 186.2433  131.88791 209.76918],Sample12
219,1338.3814907073975,615.4760513305664,463.51373990037246,[ 48.101727  93.226425  68.661255 113.72568 ],Sample12
220,1480.8554000854492,631.2038612365723,411.98078906198504,[191.13103 109.63036 210.57977 128.77736],Sample12
221,1360.7434997558596,540.6580553054811,671.8195662437937,[67.81027  16.655111 93.67673  40.661   ],Sample12
222,1409.264072418213,741.0085144042969,1373.23820818495,[110.36753 211.80899 148.16061 246.20804],Sample12
223,1421.2683601379395,686.1483535766603,879.7952493518824,[127.17942 159.57195 155.3573  188.72476],Sample12
224,1374.802089691162,749.1527709960938,1430.3350186173336,[ 75.49193 219.60225 114.11225 254.7033 ],Sample12
225,1357.978546142578,593.2592086791992,392.4383261641488,[68.34028  72.082054 87.61681  90.43636 ],Sample12
226,1373.753101348877,622.9949340820312,900.7996607094536,[ 81.69341  93.56456 105.81279 128.42531],Sample12
227,1373.7835578918455,713.9802017211914,1002.160861495533,[ 79.28996 185.77039 108.27715 218.19002],Sample12
228,1528.1587982177734,637.7614364624022,321.50766184693197,[240.3176   116.625305 256.       134.89757 ],Sample12
229,1384.6423110961914,692.2111282348633,301.49278216366656,[ 95.95607 172.50612 113.32855 187.91614],Sample12
230,1327.1343936920164,749.09716796875,244.8816990436753,[ 39.8964   229.6855    54.372387 244.50883 ],Sample12
231,1306.7989053726194,564.7209072113038,130.27893435215083,[21.206396 47.875042 32.391415 57.566772],Sample12
232,1559.0053987503052,670.8042373657228,358.7816591449373,[ 13.780226 150.08122   32.23057  167.52725 ],Sample12
233,1543.954623222351,653.8029098510742,279.98379595534055,[  0.       134.0239    15.909246 149.58192 ],Sample12
234,1737.9087219238281,631.0369606018066,227.41243404033597,[195.10728  111.7504   208.71016  126.323524],Sample12
235,1745.5907897949219,696.7390594482422,227.41739773750302,[202.64783 177.60039 216.53375 191.87773],Sample12
236,1269.6011962890625,786.9886512756348,230.34530725073998,[238.2579    12.14654  252.94449   25.830763],Sample12
237,1336.367395401001,910.4233551025392,1571.4110011601588,[ 37.20473  122.943726  75.53006  161.90298 ],Sample12
238,1381.7365264892578,811.4866333007812,955.6506557420363,[ 85.68165   29.555077 117.791405  57.41819 ],Sample12
239,1310.1228523254395,900.6822738647461,961.9291842106031,[ 16.55249  116.090866  43.693214 149.27368 ],Sample12
240,1364.6640434265134,835.5753955841064,1064.2218887493657,[ 68.80785   51.809048 100.52023   83.34174 ],Sample12
241,1303.7911083698273,969.1275634765624,1302.7475501232548,[  6.2807374 183.54427    41.30148   218.71086  ],Sample12
242,1344.7555561065676,985.3329010009766,223.23981305502818,[ 57.917583 210.22726   71.59353  224.43854 ],Sample12
243,1286.920241355896,883.132152557373,282.19663833441155,[  0.       106.12449   13.840483 124.13982 ],Sample12
244,1394.473072052002,929.3499069213867,316.40925831499044,[105.99217 153.04207 122.95397 169.65775],Sample12
245,1430.0171356201172,840.7154006958008,764.9475828874856,[134.45628  61.30838 165.57799  84.12242],Sample12
246,1372.6610717773438,783.0385628938675,550.2375787182245,[ 81.97562     3.2405035 103.34653    26.836622 ],Sample12
247,1430.178108215332,853.0706558227539,674.1773436267395,[136.68085  73.52942 163.67537  96.61189],Sample12
248,1521.8002319335938,803.9297971725464,328.8172579918173,[233.31267   27.283346 250.2878    44.57625 ],Sample12
249,1310.0453758239744,774.5442929267882,291.75836953472754,[20.190952  0.       39.8998   13.088586],Sample12
250,1353.2290630340574,777.776439666748,655.2864990364468,[57.787586  0.       88.67054  19.55288 ],Sample12
251,1570.9038391113281,866.1676712036133,213.8710269778967,[ 28.21289   91.23225   41.594788 105.103096],Sample12
252,1542.545253276825,814.2862033843994,303.4093859215245,[ 0.       36.019756 13.090507 56.55265 ],Sample12
253,1712.811996459961,811.5832214355469,132.2297606896609,[171.34184   38.546104 182.28215   48.62034 ],Sample12
254,1814.7739243507385,932.7284088134766,351.76547734811896,[ 13.640075 156.10004   31.907774 173.35678 ],Sample12
255,1913.807975769043,894.0937042236328,296.50809678202495,[114.44475 117.16666 129.1712  135.02075],Sample12
