,xc,yc,area,box_label
0,1721.7446212768555,32.38190221786499,1763.3533143047825,[164.06725   13.004062 207.422     51.759743]
1,1726.980209350586,725.3991775512695,319.1979269827716,[182.49094 205.02199 199.46948 221.77637]
2,1757.158836364746,628.2564506530762,759.5482768070651,[209.58435 101.03014 232.73332 131.48276]
3,1876.885269165039,708.0141677856445,426.37770556099713,[ 74.64436  186.59001   95.126175 205.43832 ]
4,1833.7007865905762,666.4597778320312,304.93626111745834,[ 32.973248 146.6982    50.428326 162.22136 ]
5,1877.6121101379395,681.5622787475586,327.0892851835815,[ 76.94917 161.13803  94.27505 177.98653]
6,1805.3632817268372,641.298583984375,272.07117079306045,[  5.5246687 121.64162    21.201895  136.95555  ]
7,1862.4548892974854,694.8429870605469,301.6645870055072,[ 62.787403 174.10928   78.122375 191.57669 ]
8,1663.0187034606934,901.1076354980469,1011.2404955907259,[111.242805 118.074844 142.7946   148.14043 ]
9,1657.3318176269531,932.7718887329102,1290.794288281817,[104.1328  147.03932 138.53084 182.50446]
10,1716.0972595214844,797.8589878082275,404.49670268024784,[170.64436   20.198711 189.55016   39.519264]
11,1679.9314002990723,958.2752990722656,1715.8605668249074,[122.73255 171.00627 165.13025 209.54433]
12,1690.3242950439453,844.4013156890869,1080.180770191364,[139.18062   59.639057 169.46797   93.163574]
13,1667.5112686157227,876.7473182678223,797.6408197501441,[117.609344  95.40124  145.4132   122.0934  ]
14,1689.3104248046875,997.9547729492188,1291.2304487731308,[137.79698 210.29623 168.82387 249.61331]
15,1681.5596923828125,775.3548028469086,247.10146194475237,[1.3813132e+02 6.3122272e-02 1.5298807e+02 1.4646483e+01]
16,1653.1576957702637,1005.9290466308594,1405.2341234358028,[ 98.43832 220.15018 135.87708 255.70792]
17,1776.1509857177734,861.253833770752,202.36062330426648,[233.65297  86.52462 246.649    99.98305]
18,1711.6913299560547,916.0843734741211,1353.9875449743122,[157.89537 130.08319 193.48729 166.08556]
19,1775.8825607299805,803.1463479995728,344.789023635356,[230.29083   27.10497  249.47429   43.187725]
20,1704.609474182129,885.9276466369629,1049.455245956662,[151.88205 103.19822 185.3369  132.65707]
21,1684.8371276855469,924.184211730957,892.9198774886318,[134.40211 141.73746 163.27214 170.63097]
22,1671.7720108032227,989.4534454345703,674.476245503407,[124.27873 207.89398 147.26529 235.01291]
23,1653.88960647583,963.0210113525391,331.4069259846583,[109.6663   186.02327  126.112915 204.01875 ]
24,1782.6836242675781,892.0997581481934,134.81354406033643,[241.3395  118.83271 252.02776 129.3668 ]
25,1894.199535369873,911.7216033935547,506.9251184721943,[ 91.42984 132.97629 112.96923 154.46692]
26,1838.1787910461426,849.7135429382324,476.51080566836754,[35.58883  71.4716   56.768753 91.95548 ]
27,1977.2061004638672,870.8754425048828,450.9638866651803,[174.41127   93.3938   196.00093  112.357086]
28,1911.0997428894043,912.751579284668,190.08785556594376,[112.36477 138.68321 125.83472 150.81995]
29,2954.5604934692383,954.7966461181641,307.1657442934811,[130.29399 178.537   146.827   195.05629]
30,1645.2969284057617,1050.7296295166016,477.9137214686489,[ 99.54115    15.5797615 119.052704   37.879498 ]
31,1661.6271591186523,1087.5752754211426,959.7232919809176,[112.7238    46.174477 138.53052   80.976074]
32,1679.8804779052734,1035.021800994873,642.463471575873,[130.4403     0.       157.32065   22.043602]
33,1928.0389938354492,1210.5754165649414,290.26642567501403,[127.8582  178.71597 144.21979 194.43486]
34,1851.2584762573242,1202.6329727172852,155.59436295647174,[ 53.520226 172.89748   64.99673  184.36847 ]
35,2065.540639400482,1098.300365447998,304.1766837051546,[ 9.492442 65.904434 25.588837 82.6963  ]
36,2079.838948249817,1145.1220664978027,236.8163367399684,[ 24.840036 113.72704   38.83786  128.51709 ]
37,2229.420684814453,1220.3633346557617,339.8086377000436,[173.17847 187.14587 189.6629  205.5808 ]
38,2391.607364654541,1227.637092590332,219.3842377391411,[ 80.74845 196.68408  94.46628 210.5901 ]
39,1570.5730543136597,1360.607723236084,797.2086985538044,[20.68918 67.25178 48.45693 93.96367]
40,2110.58327293396,1315.9832334518433,232.39196078599343,[55.134754 29.173948 70.03179  42.79252 ]
41,822.0796566009521,1555.1150522232056,147.16395300998556,[48.45456  13.608456 59.704754 24.621649]
42,1692.0074844360352,1582.7282333374023,373.2295529958792,[147.4639    36.910713 164.55107   56.545753]
43,2287.441337585449,1581.7685585021973,275.7244677725248,[231.809     37.792377 247.07367   53.74474 ]
44,2263.7374420166016,1545.2297825813293,265.1630992425198,[208.19223     1.4900026 223.28265    16.969563 ]
45,2412.2816047668457,1746.5091934204102,290.7642333904514,[100.39599 202.34065 116.16722 218.67773]
46,2400.510902404785,1751.8064498901367,343.3108989724424,[ 88.26355  206.4946   104.758255 225.1183  ]
47,1571.81005859375,1834.0899715423584,149.41586482449202,[30.382729 36.287983 41.23739  47.89196 ]
48,1618.1137733459473,1956.593650817871,167.7671402831329,[ 76.13695 158.61798  88.0906  170.56932]
49,1634.6208457946777,2002.5742721557617,150.77100065827835,[ 92.97623  204.94     104.265465 216.20854 ]
50,2018.0481033325195,1890.7607040405273,241.69589164084755,[218.8321    91.4297   233.2641   106.091705]
51,1864.0920028686523,1925.8802604675293,269.5504672843963,[ 65.23397  125.221886  78.950035 142.53864 ]
