,xc,yc,area,box_label
0,2641.1558952331543,101.6076774597168,682.3447477290756,[ 68.794304  88.84445   93.51749  114.3709  ]
1,3197.360908508301,489.67132568359375,211.06566893076524,[118.34021 227.15517 132.3816  240.18748]
2,778.6511354446411,680.0625762939453,590.4357426336501,[  0.      155.32545  21.30227 180.7997 ]
3,1965.6378173828125,631.9743919372559,188.80163422320038,[167.73224 113.10575 179.5434  126.84303]
4,2416.673641204834,522.77485704422,206.89222751704074,[105.79166    4.268197 119.555626  17.281517]
5,232.4310302734375,879.8057975769043,280.0021213940345,[224.65005 103.85262 240.212   119.75897]
6,1034.6094007492065,789.2347133159637,691.003378948426,[ 0.         6.1847434 21.218801  36.284683 ]
7,1314.7536058425903,847.1049346923828,584.9389367298572,[22.972132 67.698    46.53508  90.51187 ]
8,1450.191551208496,886.8277206420898,173.2584822010249,[164.02933  112.826195 176.35378  124.82925 ]
9,1709.4554977416992,928.0868911743164,1636.1657118781004,[153.82924 140.26312 193.08176 179.91066]
10,1851.3649597167969,985.9933929443359,1037.0693945907988,[ 41.636543 204.27014   77.093376 231.71664 ]
11,1822.0576553344727,994.698486328125,806.1601973958313,[ 16.600945 212.75812   43.514366 240.63885 ]
12,1806.3380908966064,1007.0195388793945,1037.5066840885556,[  0.       222.03908   28.676182 256.      ]
13,2358.683889389038,1014.1061859130859,744.6682644999819,[ 37.272556 236.21237   72.09522  256.      ]
14,756.0494537353516,1163.1794052124023,599.0788097647019,[232.0989  127.65024 256.      150.70857]
15,780.1726217269897,1135.138801574707,748.3081031028414,[  0.        96.8765    24.345243 125.4011  ]
16,1036.1294231414795,1102.9516143798828,717.6339781132992,[ 0.       65.24602  24.258846 92.65721 ]
17,1734.4351272583008,1046.4693088531494,188.6742376521579,[191.26144   16.822514 205.60881   28.116104]
18,1831.3042039871216,1061.9264755249023,1784.9826179648517,[19.639982 16.29591  58.968426 59.55704 ]
19,1836.7457885742188,1249.493408203125,2487.9749317765236,[ 21.29242 200.02655  68.19916 250.96027]
20,1892.5152587890625,1041.8626022338867,1570.2014266599435,[ 79.63755    0.       121.39297   35.725204]
21,1860.8135929107666,1272.0122146606445,417.65735854703235,[ 57.011875 240.02443   80.61531  256.      ]
22,2173.103328704834,1103.7849884033203,743.0523304878734,[112.7293   65.8557  137.47736  93.71428]
23,2154.8976974487305,1084.5361881256104,504.234162427485,[ 96.1018    49.876514 117.693596  71.19586 ]
24,2435.3301734924316,1047.5106732845306,1588.8588244306156,[112.34658     3.6235347 150.31377    43.39781  ]
25,2342.5782051086426,1097.5569229125977,232.53787651006132,[31.18652 66.69038 45.96989 80.42347]
26,1832.6980781555176,1339.8400688171387,2251.9937099889503,[16.518806 37.527466 64.87735  82.15267 ]
27,1738.2600402832031,1600.1681308746338,1135.7436093821889,[185.17543  48.52129 219.34465  79.81497]
28,2764.4181900024414,1691.4267196655273,711.9049137409311,[191.57135 142.59201 217.26503 168.26143]
29,2758.16495513916,1636.4129486083984,182.64301432552747,[191.8427   94.22004 204.48721 106.60586]
30,4.119264125823975,1797.357319355011,108.22602068038668,[ 0.        0.        8.238528 10.714639]
31,2778.426467895508,1890.5930786132812,472.72998583037406,[208.94878   87.248405 227.90416  109.93775 ]
32,338.61951065063477,2078.674835205078,510.93473753047874,[73.22875  18.260387 92.01027  43.089283]
33,651.1401901245117,2153.7606048583984,486.5994257486891,[129.08875  94.73139 149.19164 116.78982]
34,1656.1728553771973,2098.025026321411,1507.4817863218777,[ 98.93963   33.184277 141.40608   66.865776]
35,1664.5124397277832,2163.392360687256,964.9096896973788,[113.05604 100.77445 143.96884 130.01027]
36,1726.5669021606445,2102.1505546569824,377.01240085903555,[181.49973  44.79884 199.63408  63.50227]
37,1640.8190574645996,2065.107748031616,1053.2931981580623,[ 90.36409    0.       119.274025  34.215496]
38,2915.563850402832,2172.852470397949,937.6191073644441,[ 85.74646 108.98044 113.38124 140.7245 ]
39,700.620735168457,2394.170364379883,483.89909677184187,[179.23013  78.43908 198.01134 101.90165]
40,532.286280632019,2385.114227294922,240.556571177789,[12.460491 74.39099  28.11207  87.83746 ]
41,1249.0390396118164,2472.829605102539,757.4374569137581,[212.91669 154.3277  237.16139 183.33151]
42,1242.556167602539,2374.282232284546,510.0657124728896,[208.32393   58.900608 228.7884    81.66386 ]
43,1243.628890991211,2357.020160675049,404.72024831268936,[209.37627   44.11036  229.88152   61.929962]
44,1461.4759826660156,2380.401544570923,775.1919785350328,[168.26906  62.76285 194.6829   90.04024]
45,1473.4157791137695,2314.351531982422,789.0591734880581,[175.73726    0.       211.0943    20.703064]
46,1715.4583358764648,2362.446496963501,1500.3524173630285,[160.02895   40.125645 198.88773   76.76735 ]
47,1687.864242553711,2424.378463745117,1871.473223567009,[129.30162 100.5916  174.42686 140.16533]
48,3037.8537673950195,2498.531639099121,187.5091211560648,[215.80943 187.8686  227.8981  201.19467]
49,703.9533157348633,2748.1558380126953,679.2870236644521,[179.53395 175.5111  204.37268 200.80058]
50,667.7317733764648,2806.602149963379,350.79098647111095,[146.95454 237.64914 164.509   255.55516]
51,1007.0023651123047,2985.13875579834,171.6912656868808,[232.8852  163.15218 245.11954 175.12534]
52,976.9919128417969,2964.322998046875,137.73757494986057,[203.61606 142.96268 214.36777 153.68332]
53,1085.7416324615479,3027.60986328125,391.20701576478314,[ 51.768894 202.77116   71.71437  220.44856 ]
54,2995.5029296875,2981.7801971435547,453.71355133131146,[169.72333 155.24588 189.28253 176.31451]
55,1086.4439544677734,3267.027145385742,176.612269715406,[ 56.171303 189.00783   68.716606 201.04646 ]
56,1586.7775268554688,3538.792434692383,213.78717509377748,[ 43.826218 204.11963   57.728836 217.46524 ]
57,1618.3579559326172,3536.7573852539062,194.60408406052738,[ 76.02261 202.13982  88.6933  215.37495]
58,1870.991008758545,3406.0254402160645,196.8531995260273,[72.39273 71.59231 85.58929 84.45857]
59,1990.6625518798828,3577.879104614258,232.8790034726262,[190.36922 243.75821 206.95589 256.     ]
60,2331.4384546279907,3462.781261444092,476.01645972822735,[ 16.853014 124.54609   38.023895 145.01643 ]
61,2755.2220306396484,3474.4775009155273,361.39980651671067,[185.87775 137.79959 204.56631 155.15541]
62,3203.6476097106934,3362.015257835388,172.07107106795593,[125.42931   28.11218  137.8659    39.918335]
63,1832.0741233825684,3604.6902990341187,347.57180435344344,[30.859478 12.245768 49.28877  29.13483 ]
64,3383.077417373657,3722.0610160827637,357.0295980235969,[ 47.200184 127.90626   62.95465  148.21577 ]
65,121.00140380859375,3990.1396560668945,277.203118102625,[113.15979 142.33182 128.84302 157.9475 ]
